Job,Company,Address,Deadline,URL
Process Operator,Amrapali Beverage Pvt. Ltd.,"Gaushala, Mahottari",2019-04-12,www.merojobs.com/production-manager-59/
QC Incharge,Amrapali Beverage Pvt. Ltd.,"Gaushala, Mahottari",2019-04-12,www.merojobs.com/production-incharge-2/
Graphics Designer,Socheko.com,Kathmandu,2019-04-07,www.merojobs.com/facebook/login/
Wordpress Developer,Curl Labs,Thamel,2019-04-10,www.merojobs.com/google/login/?method=oauth2
Graphic Designer,Curl Labs,Thamel,2019-04-10,www.merojobs.com/graphics-designer-76/
Photographer and Graphic Designer,Bajrayogini Pashmina Pvt Ltd,"Tahachal, Kathmandu",2019-04-05,www.merojobs.com/graphic-designer-604/
प्राविधिक प्रहरी जवान,प्रहरी प्रधान कार्यालय,"Rajbiraj-6, Saptari",2019-04-17,www.merojobs.com/facebook/login/
Security Guard- Few,Chhinnamasta Educational Academy & Medical College,"Kathmandu, Nepal",2019-04-20,www.merojobs.com/google/login/?method=oauth2
Hostel Warden,Nobel Academy Secondary School,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/-1578/
Hostel Warden (Female),Nepal Model School,"Sukedhara, Kathmandu",2019-04-05,www.merojobs.com/security-guard-few-3/
Procurement Officer,Jagdamba Steels,"Simara, Bara",2019-04-13,www.merojobs.com/facebook/login/
Communications & Administration Officer,Action For Nepal,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/google/login/?method=oauth2
Social Media Manager,Freelancer Company,"2nd Floor, House No. 384,, Buth Marg, Dhungedhara Chowk,,...",2019-04-13,www.merojobs.com/procurement-officer-82/
Teaching Associate,BeeCreative,"Gyaneshwor, Kathmandu",2019-04-05,www.merojobs.com/communications-administration-officer/
Preschool Teacher (Female),Ujjwal Tara School,"Pepsicola, Kathmandu, Nepal",2019-04-05,www.merojobs.com/social-media-manager-17/
Sub Engineer - Few,Small Irrigation Programme,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/facebook/login/
इलेट्रिकल सुपरभाइजर - केही,अप्पर साेलु हाइड्राे इलेक्ट्रीक कम्पनि लि.,"Pokhara, Nepal",2019-04-12,www.merojobs.com/google/login/?method=oauth2
मेकानिकल सुपरभाइजर - केही,अप्पर साेलु हाइड्राे इलेक्ट्रीक कम्पनि लि.,"Kathmandu, Nepal",2019-04-12,www.merojobs.com/sub-engineer-few/
Grade Teachers,Bhaktapur NIST School,"Bhaktapur, Nepal",2019-04-05,www.merojobs.com/facebook/login/
School Counselor,Bhaktapur NIST School,Bhaktapur,2019-04-05,www.merojobs.com/google/login/?method=oauth2
Subject Teachers for all levels,Bhaktapur NIST School,Bhaktapur,2019-04-05,www.merojobs.com/grade-teachers-41/
Nursery Teacher (Female),Eurokids Tinkune,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/school-counselor-2/
LKG Teacher (Female),Eurokids Tinkune,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/subject-teachers-for-all-levels/
International Marketing Officer,Nova International Pvt Ltd,Kathmandu,2019-04-02,www.merojobs.com/facebook/login/
Marketing Officer,Alfa Beta Institute,"Buddhanagar, Kathmandu, Central Development Region, Nepal",2019-04-05,www.merojobs.com/google/login/?method=oauth2
Junior Digital Marketing,New IT Venture,"Naxal, Kathmandu",2019-04-10,www.merojobs.com/international-marketing-officer-3/
Business Development Officer,Nepal Clearing House,"Kathmandu, Nepal",2019-04-10,www.merojobs.com/marketing-officer-821/
Sales and Market Representative,Pokhara Himalayan Meats,"Pokhara, Zero KM",2019-04-04,www.merojobs.com/junior-digital-marketing/
Admin and Finance Assistant,CAMRIS International,Kathmandu Nepal,2019-04-10,www.merojobs.com/facebook/login/
"Officer - Account, Admin & Corporate Affairs",CEDB Hydropower Development Company Limited,"Kathmandu, Nepal",2019-04-05,www.merojobs.com/google/login/?method=oauth2
Account Officer (Field Based),MiDas Technologies,"Kathmandu, Nepal",2019-04-15,www.merojobs.com/admin-and-finance-assistant-8/
Junior Loan Officer,Star Saving and Credit Co-operative,"Kathmandu, Nepal",2019-04-07,www.merojobs.com/officer-account-admin-corporate-affairs-7/
Area Sales Manager,Hulas Foods,Pokhara/ Mechi,2019-04-04,www.merojobs.com/facebook/login/
Correspondence Executive (French Market),Dharma Adventures,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/google/login/?method=oauth2
Marketing Manager,Socheko.com,Kathmandu,2019-04-07,www.merojobs.com/area-sales-manager-142/
Sales Engineer,RB Merchant Pvt. Ltd.,Mid-Baneshwor,2019-04-08,www.merojobs.com/assistant-to-account-manager-french-market/
Associate Director – Sales & Marketing/Director - Sales,Hotel Annapurna,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/marketing-manager-476/
Oracle – PL/SQL DEVELOPER,COTIVITI NEPAL,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/facebook/login/
JAVA Developer,COTIVITI NEPAL,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/google/login/?method=oauth2
Business Analyst,COTIVITI NEPAL,Kathmandu Nepal,2019-04-13,www.merojobs.com/oracle-plsql-developer-2/
Frontend and Hybrid App Developer,ITONICS Nepal,"Kathmandu, Nepal",2019-04-13,www.merojobs.com/java-developer-83/
कन्सल्टेन्ट अायुर्वेद विज्ञ - केही,सामाजिक विकास मन्त्रालय,"Rajbiraj-6, Saptari",2019-04-04,www.merojobs.com/facebook/login/
Medical Superintendent,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/google/login/?method=oauth2
Physician- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/-1657/
OBS/Gyno- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/medical-superintendent-2/
"Governance/PFM Expert (National Team Leader), Midterm Evaluation of USIAD/Nepal’s PFMSP",CAMRIS International,Kathmandu,2019-04-17,www.merojobs.com/facebook/login/
"GESI/PFM expert (National Team Member), Midterm Evaluation of USAID/Nepal’s PFMSP",CAMRIS International,Kathmandu,2019-04-17,www.merojobs.com/google/login/?method=oauth2
Field Researcher Consultants,CAMRIS International,"Kathmandu, Nepal",2019-04-15,www.merojobs.com/gesipfm-expert-national-team-member-midterm-evaluation-of-usaidnepals-pfmsp/
Education Program Specialist-1 Position,Plan International Nepal,"Based in Karnali Field Office, Jumla",2019-04-16,www.merojobs.com/gesipfm-expert-national-team-member-midterm-evaluation-of-usaidnepals-pfmsp-2/
Program Coordinator (Girls Agency) -2 Positions,Plan International Nepal,Based in Nepalgunj Field Office and Hetauda Field Office,2019-04-16,www.merojobs.com/field-researcher-consultants/
Branch Incharge,Star Saving and Credit Co-operative,"Kathmandu, Nepal",2019-04-07,www.merojobs.com/facebook/login/
Supervisor cum Manager,The Regal Inc.,"Kathmandu, Nepal",2019-04-10,www.merojobs.com/google/login/?method=oauth2
Executive Secretary and Administrative Assistant,Rukmani International,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/branch-incharge-16/
Student Services Manager,An Education Institution,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/supervisor-cum-manager/
Office Boy cum Runner,A Reputed Construction Company,Kathmandu,2019-04-04,www.merojobs.com/executive-secretary-and-administrative-assistant-2/
Housekeeping Trainer,Vision Technical Training Institute,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/facebook/login/
Recruitment Officer,merojob,Kathmandu,2019-04-03,www.merojobs.com/google/login/?method=oauth2
Background Verification Executive,Real Solutions,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/housekeeping-trainer/
Business Development Executive,J & T Associates,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/recruitment-officer-20/
HR & Administration Officer,Reliance Paper Mills,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/background-verification/
Yoga Instructor,The lapsi tree,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/facebook/login/
Manager,The lapsi tree,"Rajbiraj-6, Saptari",2019-04-02,www.merojobs.com/google/login/?method=oauth2
Chef,Rock N Roll Food House,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/yoga-instructor-3/
Junior Research Analyst,A Multinational Company,"Kathmandu, Central Development Region, Nepal",2019-04-09,www.merojobs.com/facebook/login/
Research Officer,Bird Conservation Nepal,"Kathmandu, Nepal (with frequent field visit)",2019-04-25,www.merojobs.com/google/login/?method=oauth2
Receptionist- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/facebook/login/
Receptionist,Nobel Academy Secondary School,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/google/login/?method=oauth2
Front Office Manager,Aagantuk Resort Pvt.Ltd.,"Kavre, Nepal",2019-04-04,www.merojobs.com/receptionist-few-7/
Front Office Manager,Grand Hotel Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/receptionist-1091/
Front Desk Assistant,American Language Center,"Naxal, Kathmandu",2019-04-03,www.merojobs.com/front-office-manager-30/
Tetra pak Operator,Amrapali Beverage Pvt. Ltd.,"Gaushala, Mahottari",2019-04-12,www.merojobs.com/facebook/login/
Senior Quality Control Officer,Curex Pharmaceuticals Pvt. LTd.,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/google/login/?method=oauth2
Quality Assurance Officer,Curex Pharmaceuticals Pvt. LTd.,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/tetra-pak-operator/
Architect / Interior Designer,Studio MRAA,"Panipokhari, Kathamandu",2019-04-06,www.merojobs.com/facebook/login/
Draft Person,A Reputed Construction Company,Kathmandu,2019-04-04,www.merojobs.com/google/login/?method=oauth2
Hostel (Couple/Ladies),Constellation High School,"Dhumbarahi, Kathmandu",2019-04-02,www.merojobs.com/facebook/login/
Manager- Information Security,Laxmi Bank,Nepal,2019-04-05,www.merojobs.com/google/login/?method=oauth2
Officer- Information Security,Laxmi Bank,Nepal,2019-04-05,www.merojobs.com/hostel-coupleladies/
Hostel Warden (Female),Occidental Public School,"Anamnagar, Kathmandu",2019-04-05,www.merojobs.com/manager-information-security-2/
Hostel Warden(1 Male/ 1 Female),Guheshwari Boarding High School,"Bansbari, Kathmandu",2019-04-07,www.merojobs.com/officer-information-security-2/
Creative Web Designer,Verisk Nepal,"Kathmandu, Nepal",2019-04-13,www.merojobs.com/facebook/login/
Business Analyst,COTIVITI NEPAL,Nepalgunj,2019-04-13,www.merojobs.com/google/login/?method=oauth2
Sales Executive,Hilltake Industries,Birgunj,2019-04-10,www.merojobs.com/creative-web-designer-22/
Frontend and Hybrid App Developer,ITONICS Nepal,Butwal,2019-04-13,www.merojobs.com/business-analyst-26/
Frontend Developer,ITONICS Nepal,Pokhara,2019-04-13,www.merojobs.com/sales-executive-454/
Sr. Mechanical Engineer (Sales & Marketing),Airtech Industries Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/facebook/login/
Project Managers - Few,ANDRITZ,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/google/login/?method=oauth2
Installation & Commissioning Coordinators - Few,ANDRITZ,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/sr-mechanical-engineer-sales-marketing/
UKG Teacher (Female),Eurokids Tinkune,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/facebook/login/
Pre-Primary Assistant Teacher (Female),Eurokids Tinkune,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/google/login/?method=oauth2
Grade Two Teachers (Female),Euro School,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/ukg-teacher-2/
Primary Assistant Teacher (Female),Euro School,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/pre-primary-assistant-teacher-4/
Grade One Teacher (Female),Euro School,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/grade-two-teachers-female/
Marketing Officer,BusSewa,Kathmandu,2019-04-04,www.merojobs.com/facebook/login/
Marketing Executive,Jaguar Investments,Kuleshwor,2019-04-10,www.merojobs.com/google/login/?method=oauth2
Marketing Officer,eSewa Fonepay,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/marketing-officer-822/
Marketing Manager,IMS Investment Management Services,"Kathmandu, Nepal",2019-04-05,www.merojobs.com/marketing-executive-780/
Digital Marketing Expert,ANSSoft Incorporation,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/marketing-officer-824/
Recovery Audit Trainee,Flextecs Nepal,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/facebook/login/
Accounts Assistant,A Reputed Construction Company,Kathmandu,2019-04-05,www.merojobs.com/google/login/?method=oauth2
Site Accountant,Raman Construction,Tamsariya WSP- Nawalparashi,2019-04-03,www.merojobs.com/recovery-audit-trainee-19/
Account Officer,Laser Travel and Tours P. LTD,"Sainbu, Bhainsepatie, Lalitpur - Nepal",2019-04-05,www.merojobs.com/store-keeper-131/
Accountant - Female,Asia Woman Bridge Nepal (AWBN),"Kumaripati, Lalitpur",2019-04-05,www.merojobs.com/site-accountant-34/
Sales and Marketing Manager,Aagantuk Resort Pvt.Ltd.,"Kavre, Nepal",2019-04-04,www.merojobs.com/facebook/login/
Director of Sales & Marketing,Grand Hotel Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/google/login/?method=oauth2
Sales Manager,FOCUSONE Payment Solutions Pvt. Ltd.,"Kathmandu, Nepal",2019-04-13,www.merojobs.com/sales-and-marketing-manager-47/
Sales Person,FOCUSONE Payment Solutions Pvt. Ltd.,"Kathmandu, Nepal",2019-04-13,www.merojobs.com/director-of-sales-marketing-7/
Area Sales Manager,Power and Lighting Solutions Pvt. Ltd.,"Kathmandu, Nepal",2019-04-11,www.merojobs.com/sales-manager-213/
Creative Web Designer,Verisk Nepal,"Kathmandu, Nepal",2019-04-13,www.merojobs.com/facebook/login/
Senior Quality Assurance Engineer,UBA Solutions,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/google/login/?method=oauth2
Laravel Developer,BMP Infology,"Baluwatar, Kathamndu",2019-04-02,www.merojobs.com/creative-web-designer-22/
SEO / SEM Expert,BMP Infology,"Balwatar, Kathmandu",2019-04-02,www.merojobs.com/senior-quality-assurance-engineer-5/
Wordpress Developer,Diagonal Technologies,Work from Home,2019-04-02,www.merojobs.com/laravel-developer-27/
Pediatrics- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/facebook/login/
Neuron Surgeon- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/google/login/?method=oauth2
Radiologist- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/pediatrics-few/
MDGP,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/neuron-surgeon-few/
MO- Few,Chhinnamasta Educational Academy & Medical College,"Rajbiraj-6, Saptari",2019-04-20,www.merojobs.com/radiologist-few/
Program Coordinator (Early Childhood Development)-1 Position,Plan International Nepal,Based in Nepalgunj Field Office,2019-04-16,www.merojobs.com/facebook/login/
Project Coordinator for MCA-II Project-1 Position,Plan International Nepal,Country Office,2019-04-16,www.merojobs.com/google/login/?method=oauth2
Protection Coordinator-1 Position,Plan International Nepal,Based in Nepalgunj Field Office,2019-04-16,www.merojobs.com/program-coordinator-ecd-1-position/
Project Manager,Resource Management and Rural Empowerment Center (REMREC),"Kathmandu, Nepal",2019-04-04,www.merojobs.com/project-coordinator-1-position-5/
Correspondence Executive,Dharma Adventures,"Kathmandu, Nepal",2019-04-05,www.merojobs.com/facebook/login/
Customer Support and Operation Officer,Paypoint Nepal,"Naxal, Kathmandu, Central Development Region, Nepal",2019-04-06,www.merojobs.com/google/login/?method=oauth2
College Administrator,National School of Sciences,Khusibu,2019-04-02,www.merojobs.com/correspondence-executive-21/
Administrator,Wilson Academy,Patan,2019-04-05,www.merojobs.com/customer-support-and-operation-officer-8/
प्राचार्य,गण्डकी बाेर्डिङ स्कुल,Lainchour,2019-04-05,www.merojobs.com/college-administrator-2/
HR and Admin Officer,Delta Tech,Biratnagar,2019-04-09,www.merojobs.com/facebook/login/
HR Manager,Nobel Academy Secondary School,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/google/login/?method=oauth2
HR Officer (Male),A Well Reputed Company,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/hr-and-admin/
Executive House Keeper,Grand Hotel Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/facebook/login/
F & B Executive,Grand Hotel Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/google/login/?method=oauth2
Swimming Pool Attendant,Grand Hotel Pvt. Ltd.,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/executive-house-keeper-6/
Head Cook (School Canteen),KMC School,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/f-b-executive-6/
Computer Teacher (Grade 6-8),Brihaspati Vidyasadan,"Kathmandu, Nepal",2019-04-02,www.merojobs.com/swimming-pool-attendant/
Junior Research Analyst,A Multinational Company,"Kathmandu, Central Development Region, Nepal",2019-04-09,www.merojobs.com/facebook/login/
Research Officer,Bird Conservation Nepal,"Kathmandu, Nepal (with frequent field visit)",2019-04-25,www.merojobs.com/google/login/?method=oauth2
Receptionist,S.R. Drug Laboratories Pvt. Ltd.,"Tripureshwor, Kathmandu",2019-04-06,www.merojobs.com/facebook/login/
Front Office/Secretarial,ANDRITZ,"Kathmandu, Nepal",2019-04-03,www.merojobs.com/google/login/?method=oauth2
रिशेप्सनिष्ट (Female),लिधंसा बचत तथा ऋण सहकारी संस्था लि.,"Chabahil, Kathmandu",2019-04-03,www.merojobs.com/receptionist-1095/
Executive Secretary- Female,Paradise International P. Ltd.,"Kupondole, Lalitpur, Nepal",2019-04-03,www.merojobs.com/front-officesecretarial/
रिसेप्सनिष्ट,एक प्रतिष्ठित सहकारी,"Kalanki, Kathmandu",2019-04-04,www.merojobs.com/female-8/
Architect / Interior Designer,Studio MRAA,"Panipokhari, Kathamandu",2019-04-06,www.merojobs.com/facebook/login/
Draft Person,A Reputed Construction Company,Kathmandu,2019-04-04,www.merojobs.com/google/login/?method=oauth2
Security Guard,Guheshwari Boarding High School,"Bansbari, Kathmandu",2019-04-07,www.merojobs.com/facebook/login/
Secondary Level Teachers,Nightingale International Secondary School,"Kathmandu, Nepal",2019-04-08,www.merojobs.com/facebook/login/
Counselor,Maple International Education,"Putalisadak, Kathmandu",2019-04-10,www.merojobs.com/google/login/?method=oauth2
Operation Manager,Times Remit,Kathmandu,2019-04-08,www.merojobs.com/secondary-level-teachers-30/
Sr. Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur",2019-04-06,www.merojobs.com/counselor-281/
Executive – Accounts,Flash Freight Logistics,"Based in HQ, Pulchowk Lalitpur",2019-04-06,www.merojobs.com/operation-manager-82/
Primary Academic Coordinator (Female),Euro School,"Tinkune, Kathmandu",2019-04-05,www.merojobs.com/facebook/login/
Counselor (Europe),Wide Range International,"Kathmandu, Nepal",2019-04-07,www.merojobs.com/google/login/?method=oauth2
Counselor (Australia/New zealand),Wide Range International,"Kathmandu, Nepal",2019-04-07,www.merojobs.com/primary-academic-coordinator-2/
In charge (Primary Level),Aksharaa School,"Pepsicola, Kandaghari, Kathmandu",2019-04-03,www.merojobs.com/counselor-europe-2/
English Teacher,Aksharaa School,"Pepsicola, Kandaghari, Kathmandu",2019-04-03,www.merojobs.com/counselor-australianew-zealand/
Sales/Marketing Manager,MiDas Technologies,Kathmandu,2019-04-15,www.merojobs.com/facebook/login/
Customer Counselor (Written English),Yodha,New Baneshwor,2019-04-20,www.merojobs.com/google/login/?method=oauth2
Marketing Executive,An Education Institution,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/salesmarketing-officer-5/
Marketing Officer,An Education Institution,"Kathmandu, Nepal",2019-04-09,www.merojobs.com/customer-counselor-written-english-20/
Business Development Officer,A Reputed Construction Company,Basundhara,2019-04-04,www.merojobs.com/marketing-executive-784/
Accountant,Wilson Academy,Basundhara,2019-04-05,www.merojobs.com/facebook/login/
Senior Accountant,A Reputed Construction Company,Basundhara,2019-04-04,www.merojobs.com/google/login/?method=oauth2
Accountant,A Reputed Construction Company,"Kathmandu, Nepal",2019-04-04,www.merojobs.com/accountant-1354/
Management Trainees – Few,Max Digital TV,"Kathmandu, Nepal",2019-04-06,www.merojobs.com/senior-accountant-184/
Sales Man/Girl,Power and Lighting Solutions Pvt. Ltd.,"Kathmandu, Nepal",2019-04-11,www.merojobs.com/facebook/login/
Tour Sales Executive,Holiday Company,"Kupondole, Lalitpur, Nepal",2019-04-03,www.merojobs.com/google/login/?method=oauth2
Public Relation Officer - PRO,Paradise International P. Ltd.,Nepal,2019-04-03,www.merojobs.com/sales-mangirl/
Sales Executive,Siddhartha Sunrise Industries Pvt. Ltd.,"Itahari, Birgunj, Butwal, Nepalgunj & Pokhara",2019-04-05,www.merojobs.com/tour-sales-executive/
Quality Analyst,EBPearls,Kathmandu,2019-04-11,www.merojobs.com/facebook/login/
